state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,mrall_10k,mralln_10k,mra1517_10k,mra1517n_10k,mra1820_10k,mra1820n_10k,mra2124_10k,mra2124n_10k,mraidall_10k
9,1985,2.4100000858306885,4.900000095367432,19312.5,65.91092681884766,0.23907840251922607,0.10000000149011612,0.29394999146461487,20.329999923706055,0.08015099912881851,0.17894700169563293,6979.21484375,0,1,1,448,1.4114700024947524e-4,103,3.2451200240757316e-5,71,35,2.258059976156801e-4,1,6.45199997961754e-6,53,15,3.380238777026534e-4,9.566713561071083e-5,64,2.9629599885083735e-4,24,1.1111100320704281e-4,150.75,4.7494999307673424e-5,3173996,155000.3125,156793.65625,216000.21875,22152,7.199999809265137,60.10000228881836,0.05058449134230614,1.4114700024947524,0.32451200240757316,2.258059976156801,0.0645199997961754,3.380238777026534,0.9566713561071083,2.9629599885083735,1.1111100320704281,0.47494999307673424
9,1986,2.309999942779541,3.799999952316284,20152.734375,67.242767333984375,0.23291023075580597,0.10000000149011612,0.3174799978733063,21,0.07986199855804443,0.17166900634765625,7661.74462890625,0,1,1,450,1.4093299978412688e-4,114,3.570309854694642e-5,63,37,2.434210036881268e-4,11,7.236799865495414e-5,56,14,3.612903237808496e-4,9.03225809452124e-5,63,3.150000120513141e-4,26,1.3000000035390258e-4,145.75,4.564800110529177e-5,3193006.5,152000.03125,155000,200000,24464,7,60.70000076293945,0.0636906549334526,1.4093299978412688,0.3570309854694642,2.434210036881268,0.7236799865495414,3.6129032378084958,0.9032258094521239,3.150000120513141,1.3000000035390258,0.4564800110529177
9,1987,2.25,3.299999952316284,21192,67.6376724243164,0.22569000720977783,0.10000000149011612,0.34290000796318054,21,0.08097200095653534,0.16600899398326874,8338.5341796875,0,1,1,449,1.3983200187794864e-4,102,3.176580139552243e-5,61,31,2.1232900326140225e-4,3,2.054799915640615e-5,42,11,2.800000074785203e-4,7.333300163736567e-5,69,3.5566999576985836e-4,30,1.5463899762835354e-4,165.50999450683594,5.1543000154197216e-5,3210996,145999.84375,150000,194000.0625,26775,6.199999809265137,61.5,0.0757368803024292,1.3983200187794864,0.3176580139552243,2.1232900326140225,0.2054799915640615,2.8000000747852027,0.7333300163736567,3.5566999576985836,1.5463899762835354,0.5154300015419722
9,1988,2.1500000953674316,3,22193.455078125,67.06396484375,0.21721848845481873,0.10000000149011612,0.3703500032424927,21,0.08097200095653534,0.15706799924373627,8061.2353515625,0,1,1,484,1.4970600022934377e-4,93,2.8765900424332358e-5,62,40,2.941180136986077e-4,7,5.1471000915626064e-5,57,17,3.986000083386898e-4,1.188809983432293e-4,76,3.762379928957671e-4,32,1.5841600543353707e-4,135.4199981689453,4.188700040685944e-5,3233003.25,135999.828125,143000.5,201999.796875,26062,5.5,62.30000305175781,0.05121142417192459,1.4970600022934377,0.2876590042433236,2.941180136986077,0.5147100091562606,3.986000083386898,1.188809983432293,3.762379928957671,1.5841600543353707,0.4188700040685944
10,1982,2.5899999141693115,8.5,14263.7236328125,60.3104248046875,0.1730310171842575,0.699999988079071,0.20000000298023224,20,0,0.20554299652576447,7651.65380859375,1,0,0,122,2.0333299471531063e-4,34,5.666670040227473e-5,23,5,1.612899941392243e-4,2,6.451600347645581e-5,24,9,6.526545621454716e-4,2.4474546080455184e-4,23,4.791670071426779e-4,14,2.916670055128634e-4,45.650001525878906,7.60870025260374e-5,600001,31000.0625,36772.8984375,47999.96484375,4591,9.699999809265137,57.79999923706055,0.007968530990183353,2.0333299471531063,0.5666670040227473,1.612899941392243,0.6451600347645581,6.526545621454716,2.4474546080455184,4.791670071426779,2.916670055128634,0.760870025260374
10,1983,2.630000114440918,8.100000381469727,14500,59.8684196472168,0.16628439724445343,0.699999988079071,0.20000000298023224,20,0,0.1994830071926117,8062.69970703125,1,0,0,110,1.8151800031773746e-4,26,4.290429933462292e-5,14,8,2.666669897735119e-4,2,6.666700210189447e-5,9,3,2.495898224879056e-4,8.319660992128775e-5,18,3.75000003259629e-4,7,1.458329934393987e-4,33,5.4454998462460935e-5,606000.5,29999.962890625,36059.1640625,48000,4886,9.600000381469727,57.900001525878906,0.05671128258109093,1.8151800031773746,0.4290429933462292,2.666669897735119,0.6666700210189447,2.495898224879056,0.8319660992128775,3.75000003259629,1.458329934393987,0.5445499846246094
10,1984,2.569999933242798,6.199999809265137,14925.2744140625,62.419010162353516,0.15934064984321594,0.699999988079071,0.20000000298023224,21,0,0.19318200647830963,8368.0625,1,0,0,130,2.1172600099816918e-4,28,4.5602599129779264e-5,16,8,2.758619957603514e-4,0,0,15,3,4.242167924530804e-4,8.484335558023304e-5,17,3.617019974626601e-4,8,1.702129957266152e-4,28.68000030517578,4.670400085160509e-5,614001.125,29000.0078125,35359.27734375,47000.015625,5138,7.5,59.500003814697266,0.052361223846673965,2.117260009981692,0.45602599129779264,2.758619957603514,0,4.242167924530804,0.8484335558023304,3.6170199746266007,1.702129957266152,0.4670400085160509
10,1985,2.549999952316284,5.300000190734863,15408.8984375,63.559322357177734,0.15360169112682343,0.699999988079071,0.20000000298023224,21,0,0.18334199488162994,8625.4248046875,1,0,0,104,1.6720300482120365e-4,21,3.376209861016832e-5,12,7,2.500000118743628e-4,2,7.14289999450557e-5,10,2,2.8840903542004526e-4,5.768180562881753e-5,21,4.4680899009108543e-4,3,6.382999708876014e-5,38.880001068115234,6.25100001343526e-5,621998.375,27999.998046875,34672.9765625,46999.94921875,5365,7.199999809265137,60.10000228881836,0.03780074790120125,1.6720300482120365,0.33762098610168323,2.5000001187436283,0.7142899994505569,2.8840903542004526,0.5768180562881753,4.468089900910854,0.6382999708876014,0.625100001343526
10,1986,2.4200000762939453,4.300000190734863,15822.4970703125,64.58332824707031,0.1496388018131256,0.699999988079071,0.20000000298023224,21,0,0.17761699855327606,9045.8173828125,1,0,0,136,2.1485000615939498e-4,33,5.213269832893275e-5,20,10,3.4482800401747227e-4,5,1.7241400200873613e-4,18,6,5.294117727316916e-4,1.7647058120928705e-4,22,5.365849938243628e-4,8,1.951220037881285e-4,45.54999923706055,7.195700163720176e-5,632999.75,28999.96484375,34000,41000.02734375,5726,7,60.70000076293945,0.0399404913187027,2.14850006159395,0.5213269832893275,3.4482800401747227,1.7241400200873613,5.294117727316916,1.7647058120928705,5.3658499382436275,1.951220037881285,0.7195700163720176
10,1987,2.369999885559082,3.200000047683716,16407,65.51020050048828,0.14499999582767487,0.699999988079071,0.20000000298023224,21,0,0.16904699802398682,9450.3076171875,1,0,0,146,2.2670799808111042e-4,27,4.1925501136574894e-5,16,9,3.1034499988891184e-4,3,1.034480010275729e-4,9,1,2.647099900059402e-4,2.9412000003503636e-5,24,5.85365982260555e-4,10,2.4390200269408524e-4,41.84000015258789,6.496800051536411e-5,644000.1875,28999.984375,33999.47265625,40999.9921875,6086,6.199999809265137,61.5,0.061463117599487305,2.267079980811104,0.41925501136574894,3.1034499988891184,1.034480010275729,2.647099900059402,0.29412000003503636,5.85365982260555,2.4390200269408524,0.6496800051536411
10,1988,2.319999933242798,3.200000047683716,16998.07421875,67.5999984741211,0.13955725729465485,0.699999988079071,0.20000000298023224,21,0,0.1587509959936142,9703.0205078125,1,0,0,160,2.4242399376817048e-4,32,4.8484798753634095e-5,18,9,3.214289899915457e-4,1,3.5714001569431275e-5,19,2,6.333300261758268e-4,6.666700210189447e-5,20,4.4444401282817125e-4,7,1.555560011183843e-4,42.84000015258789,6.49130015517585e-5,660000.6875,27999.962890625,30000.15625,45000.04296875,6404,5.5,62.30000305175781,0.07144754379987717,2.4242399376817048,0.48484798753634095,3.2142898999154568,0.35714001569431275,6.333300261758268,0.6666700210189447,4.4444401282817125,1.555560011183843,0.649130015517585
12,1982,2.509999990463257,8.199999809265137,13502.38671875,53.48780059814453,1.0739856958389282,9.152600288391113,0.4000000059604645,19,0,0.18147599697113037,7587.1298828125,1,0,1,2653,2.531970094423741e-4,587,5.6022101489361376e-5,282,148,3.102729970123619e-4,35,7.337499846471474e-5,259,86,5.263068014755845e-4,1.7475822824053466e-4,350,5.087209865450859e-4,123,1.7877899517770857e-4,810.760009765625,7.737700070720166e-5,10478007,476999.28125,492108.40625,687999.9375,79498,9.699999809265137,57.79999923706055,0.005385396536439657,2.531970094423741,0.5602210148936138,3.102729970123619,0.7337499846471474,5.263068014755845,1.7475822824053466,5.087209865450859,1.7877899517770857,0.7737700070720166
12,1983,2.4600000381469727,8.600000381469727,13924.3115234375,53.72707748413086,1.1704127788543701,8.936699867248535,0.4000000059604645,19,0,0.17794500291347504,7604.25439453125,1,0,1,2686,2.4976799613796175e-4,562,5.225959830568172e-5,291,132,2.826550044119358e-4,30,6.423999730031937e-5,274,92,5.510305054485798e-4,1.850175322033465e-4,317,4.522110102698207e-4,110,1.5691900625824928e-4,963.9000244140625,8.96319979801774e-5,10753980,467000.40625,497250.15625,701000.1875,81776,9.600000381469727,57.900001525878906,0.07708479464054108,2.4976799613796175,0.5225959830568172,2.826550044119358,0.6423999730031937,5.510305054485798,1.850175322033465,4.522110102698207,1.5691900625824928,0.896319979801774
12,1984,2.3499999046325684,6.300000190734863,14307.6923828125,55.621028900146484,1.186813235282898,8.72599983215332,0.4000000059604645,19,0,0.17871999740600586,7735.3046875,1,0,1,2814,2.5466099032200873e-4,566,5.122170114191249e-5,311,150,3.26796987792477e-4,29,6.318100349744782e-5,270,88,5.373715539462864e-4,1.7514333012513816e-4,344,4.824679926969111e-4,129,1.8092599930241704e-4,744.3800048828125,6.736499926773831e-5,11049985,459000.5625,502445.65625,713000.6875,85475,7.5,59.500003814697266,0.08084242045879364,2.5466099032200873,0.5122170114191249,3.26796987792477,0.6318100349744782,5.373715539462864,1.7514333012513816,4.824679926969111,1.8092599930241704,0.6736499926773831
12,1985,2.2699999809265137,6,14760.5927734375,56.368534088134766,1.1440678834915161,8.5201997756958,0.4000000059604645,20,0,0.17007200419902802,7747.31103515625,1,0,1,2832,2.4916400434449315e-4,490,4.311099837650545e-5,254,146,3.1947498791851103e-4,24,5.251599941402674e-5,239,79,4.7075471957214177e-4,1.5560511383228004e-4,341,4.742699966300279e-4,101,1.4047299919184297e-4,690.20001220703125,6.0725000366801396e-5,11366008,456999.78125,507695.375,718999.75,88056,7.199999809265137,60.10000228881836,0.05928941071033478,2.4916400434449315,0.4311099837650545,3.1947498791851103,0.5251599941402674,4.707547195721418,1.5560511383228004,4.742699966300279,1.4047299919184297,0.607250003668014
12,1986,2.240000009536743,5.699999809265137,15102.1669921875,57.44054412841797,1.1145511865615845,8.319299697875977,0.4000000059604645,21,0,0.16255499422550201,7768.755859375,1,0,1,2830,2.4200399639084935e-4,530,4.5322398364078254e-5,296,173,3.6421100958250463e-4,39,8.21049980004318e-5,263,92,5.126705509610474e-4,1.7933723574969918e-4,347,5.171389784663916e-4,94,1.4008900325279683e-4,806.84002685546875,6.899599975440651e-5,11694022,474999.375,513000,670999.5,90848,7,60.70000076293945,0.05356958881020546,2.4200399639084935,0.45322398364078254,3.6421100958250463,0.8210499800043181,5.126705509610474,1.7933723574969918,5.171389784663916,1.4008900325279683,0.6899599975440651
12,1987,2.1700000762939453,5.300000190734863,15584,58.9433479309082,1.0800000429153442,8.123100280761719,0.4000000059604645,21,0,0.16125799715518951,7788.33056640625,1,0,1,2839,2.36131003475748e-4,493,4.1004699596669525e-5,262,166,3.4368500928394496e-4,32,6.625300011364743e-5,227,75,4.4249999336898327e-4,1.461990032112226e-4,326,4.8656700528226793e-4,94,1.402990019414574e-4,778.969970703125,6.479000148829073e-5,12022987,483000.40625,512994.34375,670000.25,93639,6.199999809265137,61.5,0.06253114342689514,2.36131003475748,0.41004699596669525,3.4368500928394496,0.6625300011364743,4.424999933689833,1.461990032112226,4.865670052822679,1.402990019414574,0.6479000148829073
12,1988,2.0799999237060547,5,15979.7880859375,59.790931701660156,1.0394610166549683,7.931600093841553,0.4000000059604645,21,0,0.1575630009174347,8538.23046875,1,0,1,3078,2.495340013410896e-4,573,4.6453198592644185e-5,315,184,3.857440024148673e-4,42,8.805000106804073e-5,278,73,5.65039983484894e-4,1.4837400522083044e-4,382,5.464950227178633e-4,145,2.074390067718923e-4,794.75,6.443000165745616e-5,12334992,477000.28125,492000.59375,698999.9375,105319.0078125,5.5,62.30000305175781,0.05075214430689812,2.495340013410896,0.46453198592644185,3.857440024148673,0.8805000106804073,5.65039983484894,1.4837400522083044,5.464950227178633,2.074390067718923,0.6443000165745616
13,1982,1.940000057220459,7.800000190734863,11774.462890625,60.07344055175781,2.720763683319092,24.656099319458008,0.4264099895954132,19,0.49893999099731445,0.21026399731636047,8623.4443359375,0,0,0,1229,2.1748400467913598e-4,225,3.981600093538873e-5,132,90,2.960530109703541e-4,16,5.2632000006269664e-5,131,41,4.0450121741741896e-4,1.2659962521865964e-4,161,3.8242299342527986e-4,59,1.401430054102093e-4,443.2300109863281,7.843400089768693e-5,5650990.5,303999.625,323855.625,420999.78125,48731.00390625,9.699999809265137,57.79999923706055,0.006098160520195961,2.17484004679136,0.3981600093538873,2.960530109703541,0.5263200000626966,4.04501217417419,1.2659962521865964,3.8242299342527986,1.401430054102093,0.7843400089768693
13,1983,1.9900000095367432,7.5,12237.3857421875,59.85541915893555,2.6146788597106934,24.388500213623047,0.44025999307632446,19,0.49990999698638916,0.20698100328445435,8518.58984375,0,0,0,1296,2.2606000129599124e-4,217,3.7851001252420247e-5,134,97,3.2659899443387985e-4,19,6.39729987597093e-5,141,45,4.349954251665622e-4,1.3882832718081772e-4,160,3.747069858945906e-4,41,9.601900092093274e-5,389.5,6.793999637011439e-5,5732991,297000.3125,324141.34375,427000.3125,48837,9.600000381469727,57.900001525878906,0.0790373906493187,2.2606000129599124,0.37851001252420247,3.2659899443387985,0.639729987597093,4.349954251665622,1.3882832718081772,3.747069858945906,0.9601900092093274,0.6793999637011439
13,1984,1.9700000286102295,6,12957.142578125,61.211978912353516,2.5054943561553955,24.123899459838867,0.4545600116252899,19,0.450190007686615,0.20533199608325958,8641.9140625,0,0,0,1410,2.4135599960573018e-4,252,4.313590034143999e-5,146,124,4.232079954817891e-4,31,1.0580199887044728e-4,167,47,5.147532210685313e-4,1.4487066073343158e-4,168,3.8799099274910986e-4,48,1.1085499863838777e-4,436.75,7.476100290659815e-5,5841993,293000.125,324427.3125,432999.75,50486,7.5,59.500003814697266,0.10200493782758713,2.4135599960573018,0.4313590034143999,4.232079954817891,1.0580199887044728,5.147532210685313,1.4487066073343158,3.8799099274910986,1.1085499863838777,0.7476100290659815
13,1985,1.9299999475479126,6.5,13364.4072265625,61.6513786315918,2.4152541160583496,23.86210060119629,0.46931999921798706,19.25,0.43316999077796936,0.19492800533771515,8988.107421875,0,0,0,1361,2.2774400713387877e-4,198,3.313249908387661e-5,124,95,3.231290029361844e-4,16,5.4421998356701806e-5,151,37,4.6502528130076826e-4,1.1394658940844238e-4,163,3.712979960255325e-4,38,8.656000136397779e-5,400.1300048828125,6.695600313832983e-5,5976008,294000.21875,324713.53125,439000.46875,53713,7.199999809265137,60.10000228881836,0.05240559205412865,2.2774400713387877,0.3313249908387661,3.231290029361844,0.5442199835670181,4.650252813007683,1.1394658940844238,3.712979960255325,0.8656000136397779,0.6695600313832983
13,1986,1.7699999809265137,5.900000095367432,13891.640625,63.303367614746094,2.3529410362243652,23.603200912475586,0.4845699965953827,20.25,0.42458999156951904,0.18886899948120117,9344.767578125,0,0,0,1530,2.508200122974813e-4,263,4.311480006435886e-5,165,119,3.826369938906282e-4,22,7.07400031387806e-5,153,41,4.707692423835397e-4,1.2615384184755385e-4,183,4.4417500612325966e-4,49,1.1893200280610472e-4,463.1300048828125,7.59230024414137e-5,6099991.5,310999.71875,325000,411999.78125,57003.00390625,7,60.70000076293945,0.06529509276151657,2.508200122974813,0.4311480006435886,3.826369938906282,0.7074000313878059,4.707692423835397,1.2615384184755385,4.441750061232597,1.1893200280610472,0.759230024414137
13,1987,1.75,5.5,14306,63.32088851928711,2.2799999713897705,23.34709930419922,0.5002999901771545,21,0.2072799950838089,0.18432900309562683,9690.28125,0,0,0,1599,2.5699101388454437e-4,264,4.2430099711054936e-5,164,113,3.587300016079098e-4,13,4.126999920117669e-5,134,29,4.1358001180924475e-4,8.950600022217259e-5,190,4.6228698920458555e-4,49,1.1922099656658247e-4,470.42999267578125,7.56070003262721e-5,6222007.5,315000.125,324000.1875,411000.09375,60293.00390625,6.199999809265137,61.5,0.06480596959590912,2.5699101388454437,0.42430099711054936,3.587300016079098,0.4126999920117669,4.1358001180924475,0.8950600022217259,4.6228698920458555,1.1922099656658247,0.756070003262721
13,1988,1.7200000286102295,5.800000190734863,14687.19921875,64.06385040283203,2.194417715072632,23.093799591064453,0.5165600180625916,21,0.2072799950838089,0.17488299310207367,9817.3955078125,0,0,0,1653,2.606429916340858e-4,272,4.288869968149811e-5,171,125,4.006410017609596e-4,15,4.807699951925315e-5,171,49,5.569999921135604e-4,1.5960900054778904e-4,170,3.9999998989515007e-4,49,1.1529400217114016e-4,484.8800048828125,7.645499863428995e-5,6342008,312000.03125,307001.8125,425000,62262,5.5,62.30000305175781,0.044321559369564056,2.6064299163408577,0.4288869968149811,4.006410017609596,0.4807699951925315,5.569999921135604,1.5960900054778904,3.9999998989515007,1.1529400217114016,0.7645499863428995
16,1982,1.3899999856948853,9.800000190734863,11078.7587890625,58.82353210449219,0.4027446508407593,1.0236899852752686,25.157499313354492,19,0,0.23378600180149078,8033.751953125,0,0,0,256,2.617590071167797e-4,47,4.805729986401275e-5,24,29,6.041669985279441e-4,4,8.333299774676561e-5,38,10,7.273011724464595e-4,1.9139505457133055e-4,32,4.6376799582503736e-4,13,1.8840600387193263e-4,76.79000091552734,7.852099952287972e-5,977998.8125,47999.97265625,52247.95703125,69000.015625,7857,9.699999809265137,57.79999923706055,-0.05412030965089798,2.617590071167797,0.4805729986401275,6.041669985279441,0.8333299774676561,7.273011724464595,1.9139505457133055,4.637679958250374,1.8840600387193263,0.7852099952287972
16,1983,1.2999999523162842,9.800000190734863,11346.330078125,59.855072021484375,0.387041300535202,1.0357400178909302,24.987899780273438,19,0,0.2285510003566742,8387.6416015625,0,0,0,263,2.6619399432092905e-4,44,4.453440124052577e-5,31,15,3.1914899591356516e-4,4,8.510600309818983e-5,38,12,7.353415712714195e-4,2.3221313313115388e-4,36,5.217390134930611e-4,6,8.695699943928048e-5,88.279998779296875,8.93480028025806e-5,988001.25,46999.9921875,51676.6640625,69000.015625,8287,9.600000381469727,57.900001525878906,0.045207999646663666,2.6619399432092905,0.44534401240525767,3.1914899591356516,0.8510600309818983,7.353415712714195,2.322131331311539,5.217390134930611,0.8695699943928048,0.893480028025806
